COLUMN_NAME;DATA_TYPE_ID;PK;NULLABLE;PARTITION_KEY;VISIBLE;COLUMN_TEXT_EN;COLUMN_DESCRIPTION_EN
PD_add_on_CIR_final_RCI;NUMBER_8_7;n;n;n;y;PD add-on country induced risk final RCI;This field states the PD add-on that is relevant for general country induced risk. This PD add-on is calculated as parameter k1 * PD_country, where country refers to the country of risk of the partner. If the field is not delivered the PD add-on is calculated in the calculation engine.
PD_add_on_CIR_RCI;NUMBER_8_7;n;n;n;y;PD add-on country induced risk RCI;This field states the PD add-on that is relevant for general country induced risk. This PD add-on is calculated as parameter k1 * PD_country, where country refers to the country of risk of the partner. If the field is not delivered the PD add-on is calculated in the calculation engine.
PD_Aufschlag_Transferrisik_RCI;NUMBER_8_7;n;y;n;y;PD add-on transfer risk RCI;PD add-on for transfer risk in case of transfer-risk-relevant transactions
PD_Aufschlag_Transferrisiko;NUMBER_8_7;n;y;n;y;PD add-on transfer risk;PD add-on for transfer risk in case of transfer-risk-relevant transactions
PD_country_of_risk;NUMBER_8_7;n;n;n;y;PD country of risk;States the PD of the counrtry of risk.
PD_extern;NUMBER_8_7;n;n;n;y;PD external;External probability of default (for advance payment risk)
PD_RCI;NUMBER_8_7;n;n;n;y;PD RCI;PD of the risk partner of the transaction relevant for the RCI approach.
Pd_With_Cir;NUMBER_8_7;n;n;n;y;PD with country induced risk;"This field states the PD that is relevant after consideration of general country induced risk but before consideration of transfer risk. 
This PD is derived based on PD_counterparty + (parameter k1 * PD_country), where country refers to the country of risk of the partner. In GWR (Group-wide rating tool of UniCredit) this PD is called ""PD without transfer risk"".  If the field is not delivered the PD with country induced risk is calculated in the calculation engine."
Pd_With_Cir_Rci;NUMBER_8_7;n;n;n;y;PD with country induced risk RCI;"This field states the PD that is relevant after consideration of general country induced risk but before consideration of transfer risk. 
This PD is derived based on PD_counterparty + (parameter k1 * PD_country), where country refers to the country of risk of the partner. In GWR (Group-wide rating tool of UniCredit) this PD is called ""PD without transfer risk"".  If the field is not delivered the PD with country induced risk is calculated in the calculation engine."
Rate_Abwicklung;NUMBER_8_7;n;n;n;y;Liquidation rate;The liquidation rate is one model parameter of the internal LGD model in the IRB advanced approach. It gives the probability (percentage) that a defaulted partner is liquidated.
Rate_Abwicklung_RCI;NUMBER_8_7;n;n;n;y;Liquidation rate RCI;The liquidation rate is one model parameter of the internal LGD model in the RCI approach. It gives the probability (percentage) that a defaulted partner is liquidated.
Rate_Vergleich;NUMBER_8_7;n;n;n;y;Settlement rate;The settlement rate is one model parameter of the internal LGD model in the IRB advanced approach. It gives the probability (percentage) that a legal settlement is reached with a defaulted customer.
Rate_Vergleich_RCI;NUMBER_8_7;n;n;n;y;Settlement rate RCI;The settlement rate is one model parameter of the internal LGD model in the RCI approach. It gives the probability (percentage) that a legal settlement is reached with a defaulted customer.
Stimmquote;NUMBER_8_7;n;n;n;y;Voting rights held;[Voting rights held] indicates the direct and indirect voting rights held in this group (group / sub-group / group of consolidated companies) under HGB (German Commercial Code).
Verlustquote_Vergleich;NUMBER_8_7;n;n;n;y;Factor of LGD settlement to LGD liquidation;LGD of the transactions with status 'settlement'
Verlustquote_Vergleich_RCI;NUMBER_8_7;n;n;n;y;Factor of LGD settlement to LGD liquidation RCI;Estimation factor required to determine the LGD settlement from LGD liquidation. Parameter is input to the LGD calculation.
Ratio_total_indeptness;NUMBER_8_7;n;y;n;y;Ratio total indeptness;Please refer to [CDB].[Partner class specific].[Ratio total indebtedness]
Probab_new_restructuring_plan;NUMBER_8_7;n;n;n;y;Probability new restructuring plan;Attribute used for calculation of LGD Restructured in local LGD models. See CDB for details.
PD_wo_floor;NUMBER_8_7;n;n;n;y;PD wo floor;"PD of the risk partner of the transaction relevant for the IRF/IRA approach (without the application of the regulatory PD floor).

In case no regulatory PD floor has been applied the [PD wo floor] is equal to the [PD]."
Margin_of_conservatism;NUMBER_8_7;n;n;n;y;Margin of conservatism;Margin of conservatism: Additional amount in model estimates to capture certain model deficiencies, uncertainties or risks.
Margin_of_conservatism_RCI;NUMBER_8_7;n;n;n;y;Margin of conservatism RCI;Margin of conservatism: Additional amount in model estimates to capture certain model deficiencies, uncertainties or risks.
Dauer_Abwicklung;NUMBER_9;n;n;n;y;Duration liquidation;Internally estimated LGD component
Dauer_Abwicklung_RCI;NUMBER_9;n;n;n;y;Duration of liquidation RCI;"Duration of the liquidation or the settlement of collateral, in RCI; internally estimated LGD component."
Duration_in_default;NUMBER_9;n;n;n;y;Duration in default;The field [Duration in default] gives the period (in days) since the partner has first been set to default (based on the information delivered in [CDB].[Default].[Default date] ).
Number_of_months_BHV;NUMBER_9;n;y;n;y;Number of months BHV;Number of months BHV
BRW;NUMBER_9_7;n;n;n;y;Benchmark Risk Weight;The formula for the calculation of the Benchmark Risk Weight (BRW) and of the risk weighting is defined differently for different asset classes in CRR 575/2013 Article 153 (1 - 3), Article 154 (1)
Collateral_Ratio_IRA;NUMBER_9_7;n;y;n;y;Collateral Ratio IRA;One of the main driving factors concerning the segmentation for LGD estimation
Collateral_Ratio_RCI;NUMBER_9_7;n;y;n;y;Collateral Ratio RCI;One of the main driving factors concerning the segmentation for LGD estimation
Correlation_multiplier;NUMBER_9_7;n;y;n;y;Correlation_multiplier;Correlation multiplier used in the RW formula for Banks/ Corporates. Possible values: 1,25 or 1.
Max_Risikog_Short_Term_Rat_STA;NUMBER_9_7;n;n;n;y;Maximum risk weight short term rating STA;The field states the maximum risk weight for short-term ratings in STA.
Min_Emissionsris_Auslandsw_STA;NUMBER_9_7;n;n;n;y;Minimum issues risk weight foreign currency;This field contains the risk weight that corresponds to the rating described above.
Min_Emissionsris_Inlandsw_STA;NUMBER_9_7;n;n;n;y;Minimum issues risk weight domestic currency;This field contains the risk weight that corresponds to the rating described above.
Risikogew_Land_Auslandsw_STA;NUMBER_9_7;n;y;n;y;Risk weight country foreign currency STA;Risk weight of the country of partner in foreign currency
Risikogew_Land_Inlandsw_STA;NUMBER_9_7;n;y;n;y;Risk weight country domestic currency STA;Risk weight of the country of partner in domestic currency
Risikogew_Partn_Auslandsw_STA;NUMBER_9_7;n;n;n;y;Risk weight partner foreign currency STA;This field contains the risk weight that corresponds to the rating in foreign currency described above.
Risikogew_Partn_Auslw_STA_CR;NUMBER_9_7;n;y;n;y;Risk weight partner foreign currency STA CR;"See 1.1.5.3.1.3.6 Determination of the preliminary issuer risk weight for the partner for asset
class CR"
Risikogew_Partn_Inlandsw_STA;NUMBER_9_7;n;n;n;y;Risk weight partner domestic currency STA;Risk weight of the partner for exposures in own currency in the STA
Risikogew_Partn_Inlw_STA_CR;NUMBER_9_7;n;y;n;y;Risk weight partner domestic currency STA CR;"See 1.1.5.3.1.3.6 Determination of the preliminary issuer risk weight for the partner for asset
class CR"
Risikogewicht_Partner_B88;NUMBER_9_7;n;n;n;y;Risk weight partner B88;Risk weight calculated on partner level according to Principle 1 (i.e. before taking into account transaction specific risk parameters, without considering the residual maturity of the transaction, before taking into account the effect of collaterals).
Risikogewicht_Partner_GS1;NUMBER_9_7;n;n;n;y;Risk weight partner GS1;Risk weight calculated on partner level according to Principle 1 (i.e. before taking into account transaction specific risk parameters, without considering the residual maturity of the transaction, before taking into account the effect of collaterals).
Risikogewicht_Partner_IRA;NUMBER_9_7;n;n;n;y;Risk weight partner IRA;Risk weight calculated on partner level according to the IRB advanced approach (i.e. before taking into account transaction specific risk parameters, without considering the residual maturity of the transaction, before taking into account the effect of collaterals).
Risikogewicht_Partner_IRF;NUMBER_9_7;n;n;n;y;Risk weight partner IRF;Risk weight calculated on partner level according to the IRB foundation approach (i.e. before taking into account transaction specific risk parameters, without considering the residual maturity of the transaction, before taking into account the effect of collaterals).
BRW_RCI;NUMBER_9_7;n;n;n;y;Benchmark Risk Weight RCI;This attribute is necessary for RWA-floor calculation for Local Italian LGD Models (UC 11b)
Ratingeinstufung_gemappt;RATINGEINSTUFUNG_GEMAPPT_A01906;n;n;n;y;Mapped rating;Internal rating of the partner mapped to the central scale (mapped rating).
Risikogewicht_Skala_STA;RISIKOGEWICHT_SKALA_STA;n;n;n;y;Risk weight scale STA;Risk weight scale in the STA
SL_asset_value_correlation;SL_ASSET_VALUE_CORRELATIONC;n;y;n;y;Key asset value correlation;"This key indicates if the partner is a large financial entity or an unregulated financial entity according to the definition of Article 142 (4) + (5) CRR.
For Large financial entities and Unregulated financial entities the [Correlation multiplier] is set to 1,25."
SL_Ausfallereignis_IRB;SL_AUSFALLEREIGNIS_A02073;n;n;n;y;Key Default event IRB;"Relevant information in the IRB approaches: If the Key_Default_event_IRB is filled then the partner/transaction is in default.
Reference: Article 178 CRR"
SL_Balance_sheet_nature;SL_BALANCE_SHEET_NATURE;n;n;n;y;Key Balance sheet nature;"Numerical value; Fourth digit from [CDB].[Balance sheet].[Balance sheet ID]"
SL_Balance_sheet_structure;SL_BALANCE_SHEET_STRUCTURE;n;n;n;y;Key Balance sheet structure;Indicates the Balance Sheet structure.
SL_Bearbeitungsstatus;SL_BEARBEITUNGSSTATUS_A02517;n;n;n;y;Key Processing status;Please refer [CDB].[Default].[Key Processing status]
SL_Behavioral_classification;SL_BEHAVIOURAL_CLASS_A08119;n;y;n;y;Key Behavioral classification;Please refer to [CDB].[Partner class specific].[Key Behavioural classification]
SL_Bezugsebene_Rating_IRB;SL_BEZUGSEBENE_A02195;n;n;n;y;Key Reference level rating IRB;Gives the reference level of the relevant rating (e.g. partner/ transaction/ security/ risk country)
SL_Bezugsebene_Rating_RCI;SL_BEZUGSEBENE_A02195;n;n;n;y;Key Reference level rating RCI;Gives the reference level of the relevant rating (e.g. partner/ transaction/ security/ risk country)
SL_Bezugsebene_Rating_STA;SL_BEZUGSEBENE_A02195;n;n;n;y;Key Reference level rating STA;Gives the reference level of the relevant rating (e.g. partner/ transaction/ security/ risk country)
SL_Bilanzart;SL_BILANZART_A04125;n;n;n;y;Key Balance sheet type;Please, refer to [CDB].[Balance sheet].[Key Balance sheet type]
SL_Bilanzierungsebene;SL_BILANZIERUNGSEBENE_A01903;n;n;n;y;Key Accounting level;The accounting level indicates at which organisational level of the company the balance sheet was prepared.
SL_Client_segment_EAD_models;SL_CLIENT_SEGMENT;n;n;n;y;Key Client segment for EAD models;Internal Client segment for EAD models
SL_Client_segment_LGD_models;SL_CLIENT_SEGMENT;n;n;n;y;Key Client segment for LGD models;Internal Client segment for LGD models
SL_Counterparty_type;SL_COUNTERPARTY_TYPE_A05064;n;y;n;y;Key Counterparty type;This key gives the type of counterparty according to Hermione.
SL_Credit_Quality_Step;SL_CREDIT_QUALITY_STEP;n;n;n;y;Key Credit quality step;"Credit Quality step of the partner according to CRR: The credit quality step is derived from the external rating and is used to determine the risk weight according to the standardised approach.
Reference: Article 114, 2 CRR; Article 120, 1+2 CRR; Article 122, 1 CRR, Article 131 CRR"
SL_Credit_Quality_Step_Ausland;SL_CREDIT_QUALITY_STEP;n;n;n;y;Key Credit quality step foreign country;"Credit Quality step of the partner according to CRR: The credit quality step is derived from the external rating (in this case from the foreign currency rating) and is used to determine the risk weight according to the standardised approach.
Reference: Article 114, 2 CRR; Article 120, 1+2 CRR; Article 122, 1 CRR, Article 131 CRR"
SL_Customer_status_BII;SL_CUSTOMER_STATUS_BII_A05060;n;n;n;y;Key Customer status BII;Customer status Basel III defined with Internal managerial rules. Corresponds to B2PRO-attribute QU0004. In ARAMIS Release 4.0 the partner classification 'BAS' was used instead.
SL_CVA_Counterparty_class;SL_CVA_COUNTERPARTY_CLASS_A08055;n;n;n;y;Key CVA Counterparty Classification;"The key describes whether a counterparty is defined as financial or non-financial and whether it exceeds the clearing threshold (in
case of a non financial)."
SL_CVA_exclusion;SL_CVA_EXCLUSION;n;n;n;y;Key CVA exclusion;This key gives the reason for the exclusion of the counterparty from the calculation of the CVA risk charge according to Article 382, 4 CRR
SL_Ausfallklassifikation_BOI;SL_DEFAULT_CLASSIFICATION_BOI;n;n;n;y;Key Default classification BOI;This key classifies the performance status of a partner/ transaction according to the Bank of Italy classification (Centrale die rischi). Used for the regulatory reporting to Bank of Italy.
SL_Division;SL_DIVISION_A05119;n;n;n;y;Key Division;Please refer [CDB].[Line of credit].[Key Division]
SL_Fin_struct_impact_restruct;SL_FIN_STRUCT_IMPACT_RESTRUCT_A08057;n;n;n;y;Key Financial structure impact on restructuring;Attribute used for calculation of LGD Restructured in local LGD models. See CDB for details.
SL_Fin_entity_regulation;SL_FINANCIAL_ENTITY_REGULATION_A07022;n;y;n;y;Key Financial entity regulation;This key indicates if the partner is a financial entity according to the definition of Article 4 (27) CRR.
SL_Gewerbe;SL_GEWERBE_A02701;n;n;n;y;Key Business type;Business type of the collateral provider (e.g. production or service / trade) as a segmentation criterion for the parametrisation.
SL_Information_impact_restruct;SL_INFORMATION_IMPACT_RESTRUCT_A08059;n;n;n;y;Key Information impact on restructuring;Attribute used for calculation of LGD Restructured in local LGD models. See CDB for details.
SL_Type_of_insolvency;SL_INSOLVENCY_TYPE_A08121;n;y;n;y;Key Type of insolvency;Please, refer to [CDB].[Partner class specific].[Key Insolvency type]
Kategorie_Sicherungsgeber_Gs1;SL_KATEGORIE_SICHERUNG_GS1;n;n;n;y;Key: Category collateral provider GS1;"The target value 'Category guarantor Principle1' is used to assign risk weights for the portion of an exposure that is collateralised by guarantees/sureties. The field has the following values:
• A: Risk-weighted assets guaranteed or secured via credit derivatives by central governments and banks of Zone A, the European Community, other public bodies in member states of the EC or states that are a signatory to the European Economic Area treaty (0% risk weight for the collateralised portion)
• B: Risk-weighted assets guaranteed or secured via credit derivatives by foreign regional governments/local authorities of Zone A (including multilateral development banks (20% risk weight for the collateralised portion)
• C: Risk-weighted assets guaranteed or secured via credit derivatives by non-profit public bodies in Zone A, institutions in Zone A and credit institutions in Zone B with an original maturity of the RWAs of up to 1 year (20% risk weight for the collateralised portion)
• X: Risk-weighted assets guaranteed or secured via credit derivatives by credit institutions of the Zone B, corporates and private individuals as well as foreign public bodies of the Zone B (100% risk weight for the collateralised portion)."
SL_Legal_form;SL_LEGAL_FORM_A05061;n;n;n;y;Key Legal form;Legal form (according to Hermione) - in ARAMIS Release 4.0 the partner classification 'TYP' was used instead.
SL_Leistungsstatus;SL_LEISTUNGSSTATUS_A00069;n;n;n;y;Key Performance status;Flag mapping the economic status of problematic partners or potential preliminary stages of problematic cases or a recovery.
SL_LGD_Reporting_IRA;SL_LGD_REPORTING;n;n;n;y;Key LGD reporting IRA;Internal key used to trace the assigned LGD parameters – set via LGD rule tables inside CE
SL_LGD_Reporting_RCI;SL_LGD_REPORTING;n;n;n;y;Key LGD reporting RCI;Internal key used to trace the assigned LGD parameters – set via LGD rule tables inside CE
SL_LGD_Verfahren;SL_LGD_VERFAHREN;n;n;n;y;Key LGD procedure;The key indicates the LGD model that was used to estimate the [Rate of proceeds uncollateralised].
SL_LGD_Verfahren_bonds;SL_LGD_VERFAHREN;n;y;n;y;Key LGD procedure bonds;Key used to determine the correct LGD processing, has the same valuelist as Key: LGD Procedure
SL_LGD_Verfahren_bonds_RCI;SL_LGD_VERFAHREN;n;y;n;y;Key LGD procedure bonds RCI;Key used to determine the correct LGD processing, has the same valuelist as Key: LGD Procedure
SL_LGD_Verfahren_cov_bond;SL_LGD_VERFAHREN;n;y;n;y;Key LGD procedure covered bonds;Key used to determine the correct LGD processing, has the same valuelist as Key: LGD Procedure
SL_LGD_Verfahren_cov_bond_RCI;SL_LGD_VERFAHREN;n;y;n;y;Key LGD procedure covered bonds RCI;Key used to determine the correct LGD processing, has the same valuelist as Key: LGD Procedure
SL_LGD_Verfahren_DLR;SL_LGD_VERFAHREN;n;y;n;y;Key LGD procedure DLR;Key used to determine the correct LGD processing, has the same valuelist as Key: LGD Procedure
SL_LGD_Verfahren_DLR_RCI;SL_LGD_VERFAHREN;n;y;n;y;Key LGD procedure DLR RCI;Key used to determine the correct LGD processing, has the same valuelist as Key: LGD Procedure
SL_LGD_Verfahren_nachr;SL_LGD_VERFAHREN;n;n;n;y;Key LGD procedure subordinated;The key indicates the LGD model that was used to estimate the [Rate of proceeds uncollateralised subordinated].
SL_LGD_Verfahren_nachr_RCI;SL_LGD_VERFAHREN;n;n;n;y;Key LGD procedure subordinated RCI;The key indicates the LGD model that was used to estimate the [Rate of proceeds uncollateralised subordinated RCI].
SL_LGD_Verfahren_RCI;SL_LGD_VERFAHREN;n;n;n;y;Key LGD procedure RCI;This field indicates the LGD procedure, based on which the [Rate of proceeds uncollateralised] has been estimated. (relevant for RCI)
SL_LGD_Verfahren_STC;SL_LGD_VERFAHREN;n;y;n;y;Key LGD procedure STC;Key used to determine the correct LGD processing, has the same valuelist as Key: LGD Procedure
SL_LGD_Verfahren_STC_RCI;SL_LGD_VERFAHREN;n;y;n;y;Key LGD procedure STC RCI;Key used to determine the correct LGD processing, has the same valuelist as Key: LGD Procedure
SL_Market_sit_impact_restruct;SL_MARKET_SIT_IMPACT_RESTRUCT_A08058;n;n;n;y;Key Market situation impact on restructuring;Attribute used for calculation of LGD Restructured in local LGD models. See CDB for details.
SL_Melderecht;SL_MELDERECHT;y;n;n;y;Key Reporting regulation;Reporting regulation for which the CE-run is performed e.g. EUB3 (Basel III)
SL_NACE;SL_NACE_A05031;n;y;n;y;Key NACE;The NACE-Code (Statistical Classification of Economic Activities in the European Community) is the industry standard classification system used in the European Union and gives the economic activity of the customer/ company.
SL_Parameterebene_LGD_Komp_RCI;SL_PARAMETEREBENE_LGD;n;n;n;y;Key Parameter level LGD components RCI;Gives the parameter level of the LGD components (e.g. Partner / Product)
SL_Parameterebene_LGD_Kompon;SL_PARAMETEREBENE_LGD;n;n;n;y;Key Parameter level LGD components;Gives the parameter level of the LGD components (e.g. Partner / Product)
SL_Parameterebene_LGD_Rat_RCI;SL_PARAMETEREBENE_LGD;n;n;n;y;Key Parameter level LGD rates RCI;Gives the parameter level of the LGD rates (e.g. Partner / Product)
SL_Parameterebene_LGD_Raten;SL_PARAMETEREBENE_LGD;n;n;n;y;Key Parameter level LGD rates;Gives the parameter level of the LGD rates (e.g. Partner / Product)
SL_Partner_typology;SL_PARTNER_TYPOLOGY_A05122;n;n;n;y;Key Partner typology;Typology of Partner. This fields is needed for a classification required by Business for some specific models (e.g. for RNI models, etc.) - in ARAMIS Release 4.0 the partner classification 'LUT' was used instead.
SL_Partnerkategorie;SL_PARTNERKATEGORIE;n;n;n;y;Key Partner category;Classification of the partner in the IRB Approach for processing in the Credit Risk Engine (guarantor view).
SL_Partnerklassifizierung;SL_PARTNERKLASSIFIZIERUNG;n;n;n;y;Key Partner classification;Client-specific internal partner classification which can be used for the segmentation for local LGD models.
SL_Province;SL_PROVINCE_A05058;n;n;n;y;Key Province;Province code as defined in Hermione (eg 135000 = Milano) - in ARAMIS Release 4.0 the partner classification 'PRO' was used instead.
SL_PSE_Option_STA;SL_PSE_OPTION_STA;n;n;n;y;Key PSE option STA;"This key is used to distinguish between Public sector entities that are risk weighted according to the rules for central governments (Key_PSE_option_STA = SCSB) and those that are risk weighted according to the rules for institutions (Key_PSE_option_STA = OPT1/OPT2).
Reference: Article 115 CRR"
SL_RAE;SL_RAE_A05005;n;n;n;y;Key RAE;Ramo di Attivit? Economica, as published by Banca d'Italia
SL_Rating_segment;SL_RATING_SEGMENT_A05059;n;n;n;y;Key Rating segment;Segment of partner rating - in ARAMIS Release 4.0 the partner classification 'RAS' was used instead.
SL_Ratingverfahren_IRB;SL_RATINGVERFAHREN_A01778;n;n;n;y;Key Rating method IRB;Indicates the type of the rating method applied.
SL_Ratingverfahren_RCI;SL_RATINGVERFAHREN_A01778;n;n;n;y;Key Rating method RCI;This field states the type (RCI) rating procedure used.
SL_Land;SL_RECHTLICHES_LAND_F00516;n;n;n;y;Key Country;Country of collateral
SL_Rechtsform;SL_RECHTSFORM_A00119;n;n;n;y;Key Legal form of customer;This key indicates the legal form of the [Partner] (company type).
SL_Refinanzierung;SL_REFINANZIERUNG;n;y;n;y;Key Refinancing;Indicates whether the client has a refinancing in the currency stated.
SL_Risikoland;SL_RISIKOLAND_F00470;n;n;n;y;Key Country of risk;"Risk country of the partner.
(corresponds to the ISO-Alpha-2 country code)."
SL_SAE;SL_SAE_A05006;n;n;n;y;Key SAE;Settore di Attivit? Economica, as published by Banca d'Italia
SL_Segment;SL_SEGMENT_A05037;n;n;n;y;Key Segment;Please refer [CDB].[Partner].[Key Segment]
SL_Segment_IRB;VARCHAR2_4;n;y;n;y;Key Segment IRB;Regulatory segmentation of counterparty in STA (corresponds to B2PRO-attribute QF1102) - in ARAMIS Release 4.0 the partner classification 'BSI' was used instead.
SL_Segment_STA;VARCHAR2_4;n;y;n;y;Key Segment STA;Regulatory segmentation of counterparty in STA (corresponds to B2PRO-attribute QF1000) - in ARAMIS Release 4.0 the partner classification 'BSS' was used instead.
SL_Shared_partner;SL_SHARED_PARTNER_A05123;n;n;n;y;Key Shared partner;Identification of the bank originator of customer relationship (i.e. UniCredit or Capitalia) - in ARAMIS Release 4.0 the partner classification 'CAP' was used instead.
SL_Size_class;SL_SIZE_CLASS_A07021;n;y;n;y;Key Size class;Key: Size class
SL_Sonderpartner_GS1;SL_SONDERPARTNER_GS1_A02258;n;n;n;y;Key Special partner as defined by GS1;The [Key: Special partner as defined by GS1] combines a number of features of major significance for the classification and risk weighting of the [Partner]. The key can be given only one value.
SL_SR_Option_STA;SL_SR_OPTION_STA;n;n;n;y;Key SR option STA;"This key is used to distinguish between Regional governments/ local authorities that are risk weighted according to the rules for central governments (Key_SR_option_STA = SCSB) and those that are risk weighted according to the rules for institutions (Key_SR_option_STA = OPT1/OPT2).
Reference: Article 115 CRR"
SL_Unternehmensart_Aufsichtsr;SL_UNTERNEHMENSART_AUFSICHTSR_A02718;n;n;n;y;Key Type of business under regulatory law;Field storing the type of business under the relevant national regulatory law (e.g. section 1 subsections 1 through 3e KWG - German Banking Act).  Required among other things to identify companies providing banking-related services.
SL_Verarbeitung;SL_VERARBEITUNG;n;n;n;y;Key Processing;Internal processing key used by the calculation engine to cluster transactions based on their product category (e.g. KREDIT - on balance sheet credit transaction, AUSSER - off-balance sheet credit transaction, FORDPA - debt securities, etc.)
Teilportfolio_Partner_IRB;TEILPORTFOLIO_IRB;n;n;n;y;Asset class partner IRB;"Asset class of the partner according to the IRB approach - without taking into account the adjustments on transaction level and the adjustments due to collateralisation.
Reference: Article 147 CRR"
Teilportfolio_Partner_STA;TEILPORTFOLIO_STA;n;n;n;y;Asset class partner STA;"Asset class of the partner according to the STA approach - without taking into account the adjustments on transaction level and the adjustments due to collateralisation.
Reference: Article 112 CRR"
SL_Region_for_LGD_models;VARCHAR2_15;n;n;n;y;Key Region for LGD models; Region for LGD models
LGD_category_ID;VARCHAR2_20;n;n;n;y;LGD Category ID;Internal key used to trace the assigned LGD parameters – set via LGD rule tables inside CE
LGD_category_ID_RCI;VARCHAR2_20_I;n;n;n;y;LGD Category ID RCI;Internal key used to trace the assigned LGD parameters – set via LGD rule tables inside CE
SL_Hauptbranche;VARCHAR2_20_X;n;n;n;y;Key CE industry code;This attribute contains the information of industry code that the LE chose to use within the Calculation Engine processing. This choice is done via the according setting of rule table [RT].[Client specific CE processing]
Bilanz_ID;VARCHAR2_24;n;n;n;y;Balance sheet ID;Client specific unique identifier of a Balance sheet. Identifies the Balance sheet which has been used to fill the attributes [Balance sheet total] and [Turnover].
Bilanz_ID_LI;VARCHAR2_24_I;n;n;n;y;Balance sheet ID LI;Client specific unique identifier of a Balance sheet. Identifies the Balance sheet which has been used to fill the attribute [Balance sheet total LI]
EVD_Verbund_ID;VARCHAR2_24_I;n;n;n;y;EVD group ID;Business partner group ID for business partner group type 'EVD' (borrower group).
KWG_Verbund_ID;VARCHAR2_24_I;n;n;n;y;KWG unit ID;Identification of a KWG group to which the partner belongs pursuant to section 19, sub-section 2 KWG.
Bilanz_ID_AVC;VARCHAR2_24_I;n;n;n;y;Balance sheet ID AVC;Client specific unique identifier of a Balance sheet. Identifies the Balance sheet which has been used to fill the attribute [Balance sheet AVC]
Partner_ID_sponsor_FLRG;VARCHAR2_24_I;n;n;n;y;Partner ID sponsor FLRG; The ID is used for determination of relationship sponsor-recipient, for Local LGD Model
Konzernpartner_ID;VARCHAR2_30;n;n;n;y;Group partner ID;HVB-Subgroup identifier (Data source KB04, MGPT) of the partner of the transaction.
Sitz_Postleitzahl;ANONYM_ZIP_CODE;n;n;n;y;Headquarters postal code;The [Headquarters postal code] indicates the relevant national postal code of the [Headquarters location].
Group_Partner_ID_GCIF;VARCHAR2_30;n;n;n;y;Group Partner ID GCIF;Group-wide identifier (SNDG) of the risk-relevant partner of a transaction.
Ratingeinstufung_original;VARCHAR2_30;n;n;n;y;Original rating;Internal rating of the partner in the original notation of the client (not mapped to the central scale).
Ratingeinstufung_original_RCI;VARCHAR2_30;n;n;n;y;Original rating RCI;Internal rating of the partner in the original notation of the client (not mapped to the central scale).
Konzernpartner_ID_AVC_Head;VARCHAR2_30_I;n;n;n;y;AVC Head SNDG;Super NDG of the partner which is the head of the financial group or sub-group according to BASEL III ABC regulation
Teilpartner_ID_Risiko;VARCHAR2_40;n;n;n;y;Risk partial-partner ID;"Unique identification key for a partial partner; a partial partner always corresponds to a Partner ID (business partner)"
Rating_ID_Auslandswaehrung;VARCHAR2_40_I;n;n;n;y;Rating ID foreign currency;Client specific unique identifier of the foreign currency rating (external rating) applied to the partner in the Standardised approach.
Rating_ID_Inlandswaehrung;VARCHAR2_40_I;n;n;n;y;Rating ID domestic currency;Client specific unique identifier of the domestic currency rating (external rating) applied to the partner in the Standardised approach.
Rating_ID_IRB;VARCHAR2_40_I;n;n;n;y;Rating ID IRB;Client specific unique identifier of the rating applied to the partner in the IRB approach.
Rating_ID_min_issues_Auslandsw;VARCHAR2_40_I;n;y;n;y;Rating ID minimum issues rating foreign currency;Contains the ID of the worse issues rating in foreign currency relevant to the transaction.
Rating_ID_min_issues_Inlandsw;VARCHAR2_40_I;n;y;n;y;Rating ID minimum issues rating domestic currency;Contains the ID of the worse issues rating in domestic currency relevant to the transaction.
Rating_ID_RCI;VARCHAR2_40_I;n;n;n;y;Rating ID RCI;Client specific unique identifier of the rating applied to the partner in the RCI approach.
Ratingverfahren_ID_IRB;VARCHAR2_6_I;n;n;n;y;Rating procedure ID IRB;IRB-specific classification of a rating procedure.
Ratingverfahren_ID_RCI;VARCHAR2_6_I;n;n;n;y;Rating procedure ID RCI;IRB-specific classification of a rating procedure (RCI).
Partner_Identifikation_TAX;VARCHAR2_80;n;n;n;y;Partner identification FISC;"[Partner
Identification]
to be constructed
with
Key:Identification=""
TAX"""
Partner_Klassifikation_REG;VARCHAR2_80;n;n;n;y;Partner Classification REG;"[Partner
Classification]
to be constructed
with
Key:Classification=
""REG"""
Partner_Klassifikation_STA;VARCHAR2_80;n;n;n;y;Partner Classification STA;"Filling from
ARAMIS CDB,
[Partner
Classification]
to be constructed
with
Key:Classification=
""STA"""
Stichtag_Mandant_Lauf_Recht;STICHTAG_MANDANT_LAUF_RECHT;y;n;y;y;Partition field;Partition field of CE common part
Tage_Verzug_partner;NUMBER_9;n;n;n;y;Days Delay Partner;
SL_Default_action;SL_DEFAULT_ACTION_CEM;n;n;n;y;Key default Actions;The key describes the type of action initiated by the bank in case of default of the customer. The actions to be provided at minimum are: Workout and Restructuring.  Additional process and legal entity specific keys might exist.
SL_Industry_Sector_GPF;SL_INDUSTRY_SECTOR_GPF_CEM;n;n;n;y;Key Industry Sector GPF;Industry Sector definition as provided by the GPF tool. This information is manually inserted by users in the GPF tool.
